Neighborhood,Street,Address1,Address2,Intersection,From,To,Permitee,Contractor,Permit,ProjectCategory,ConstructionNotes,WorkSchedule,ExpirationDate,EstimatedCompletionDate,RoadwayPlatesInUse,SidewalkPlatesInUse,Status,TrenchLength,ContactNumber,NumberofWorkZones,District
BOSTON PROPER,BOYLSTON ST,110,126,BOYLSTON PL,,,Cavalieri,Cavalieri,EXCA-698406,,CUT AND CAP (6X) / SUNDAY SHUTDOWN,Days & Weekends,May 26 2017 12:00AM,May 26 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01F
BOSTON PROPER,CONGRESS ST,,,NORTH ST,,,Extenet,NEECC/Mirra Co,EXCA-696486,SERVICE,INSTALLATION OF CONDUIT,Nights,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,,,FLUSH TO GRADE,200,978-758-0208,1,01F
BOSTON PROPER,CONGRESS ST,6,,,SUDBURY,HANOVER ST,Extenet,NEECC / Modern,EXCA-693794,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Nights,Jun 13 2017 12:00AM,Jul 11 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,420,,1,01F
BOSTON PROPER,FRANKLIN ST,,,,,,Boston Water & Sewer Commission,Umbro,OCCU-689088,OCCUPANCY,SEWER LINING / NO EXCAVATION,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,,,NON EXCAVATION,,,1,01F
BOSTON PROPER,FRANKLIN ST,,,155 CONGRESS ST,,,WELCH CORP,WELCH CORP,EXCA-719794,EMERGENCY,EMERGENCY FIREPIPE REPAIR FOR 70 FEDERAL ST,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,2,0,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,FRANKLIN ST,86,,DEVONSHIRE ST,,,MCI,Mirra,EXCA-698260,CONDUIT REPAIR,CONDUIT AND MANHOLE REPAIR,Nights,Jun  7 2017 12:00AM,Jun 30 2017 12:00AM,1,,ON HOLD,40,,1,01F
BOSTON PROPER,HARRISON AV,185,,,,,Eversource Energy,Eversource Energy,EMER-687209,EMERGENCY,CABLE REPAIR,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,,,800-592-2000,1,01F
BOSTON PROPER,HARRISON AV,55,,,,,Verizon,Parkside Utility Construct,EMER-692668,EMERGENCY,,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,,,,,800-446-8946,1,01F
BOSTON PROPER,HARRISON AV,68,,,,,Verizon,Parkside Utility,EMER-692668,EMERGENCY,CABLE FAILURE/BWSC ISSUE/EMER-701465,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,,,ONGOING AFTER HOURS,,617-989-7000,1,01F
BOSTON PROPER,HAWLEY ST,,,MILK ST,,,Boston Water & Sewer Commission,,,,,Days & Weekends,,,1,,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,HUDSON ST,,,HARRISON AV,,,NCCL,NCCL,EXCA-654867,SERVICE,CUT AND CAP,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,978-604-7733,1,01F
BOSTON PROPER,HUDSON ST,,,TAI TUNG ST,,,NCCL,NCCL,EXCA-654867,SERVICE,CUT AND CAP X2 / FIREPIPE X2,Days & Weekends,Jun  3 2017 12:00AM,Jun  3 2017 12:00AM,0,,DOWN IN BINDER,,,1,01F
BOSTON PROPER,HUDSON ST,30,100,HARVARD,,,Eversource Electric,J Botti Co,EXCA-675676,SERVICE,NEW CONDUIT AND MANHOLE/BHA CONSTRUCTION,Days & Weekends,Jul 20 2017 12:00AM,Jul 20 2017 12:00AM,,,DOWN IN BINDER AWAITING TOP,,800-592-2000,1,01F
BOSTON PROPER,HUDSON ST,71,97,,HARVARD ST,TAI TUNG ST,Crown Castle,Waveguide Inc,EXCA-700792,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 25 2017 12:00AM,Jun 11 2017 12:00AM,,,DOWN IN BINDER,,978-935-6002,1,01F
BOSTON PROPER,KNEELAND ST,16,,,,,Verizon,Verizon,EMER-696677,,,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01F
BOSTON PROPER,KNEELAND ST,178,,SOUTH ST,,,Eversource Electric,Sheerin Excavation,EXCA-700696,MAINTENANCE,MANHOLE RECONSTRUCTION,Days & Weekends,Jun 24 2017 12:00AM,Jun 24 2017 12:00AM,3,,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,KNEELAND ST,35,,,,,RCN,Mirra Co,EXCA-712870,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,,,,,978-758-0239,1,01F
BOSTON PROPER,KNEELAND ST,45,75,,TYLER ST,HARRISON AV,Boston Water & Sewer Commission,Gioioso,EXCA-356387,MAINTENANCE,(3) SEWER POINT REPAIRS,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,4,0,10AM-8PM,,,1,01F
BOSTON PROPER,NEW CHARDON ST,,,BOWKER ST,,,Daigle Electric,Cavalieri Construction,EXCA-706327,,TRAFFIC SIGNAL CONDUIT INSTALLATION,Days & Weekends,Jul 11 2017 12:00AM,Jul 11 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,140,,1,01F
BOSTON PROPER,NEW SUDBURY,50,,CONGRESS ST,,,National Grid,National Grid,EXCA-653745,SERVICE,SERVICE TIE IN,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01F
BOSTON PROPER,NEW SUDBURY ST,10,,,CAMBRIDGE ST,CONGRESS ST,Extenet,NEECC,EXCA-654813,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,Jun 11 2017 12:00AM,Jul 11 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,426,978-758-0239,1,01F
BOSTON PROPER,OAK ST,,,,HARRISON AV,TYLER ST,NCCL Enterprises,NCCL Enterprises,EXCA-654870,SERVICE,CUT & CAP,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,978-210-0060,1,01F
BOSTON PROPER,SOUTH MARKET ST,4,,,,,National Grid,National Grid,EMER-655768,EMERGENCY,GAS LEAK REPAIR / FANEUIL HALL MARKETPLACE,Days & Weekends,May 12 2017 12:00AM,May 12 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01F
BOSTON PROPER,STATE ST,,,WASHINGTON ST,,,Comcast,Mirra Co,EMER-661272,EMERGENCY,FIBER OUTAGE,Days & Weekends,Jun 10 2017 12:00AM,Jun 10 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,01F
BOSTON PROPER,STATE ST,148,,,,,National Grid,National Grid,EMER-665067,,EMERGENCY,Days & Weekends,Jun  1 2017 12:00AM,May 31 2017 12:00AM,2,0,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,STATE ST,150,152,,,,Advanced Water & Sewer,Advanced Water & Sewer,EXCA-637405,SERVICE,INSTALLATION OF WATER SEWER AND FIREPIPE / STAGING ON PLATES / WORK COMPLETED,Nights,Jul 15 2017 12:00AM,Jul 15 2017 12:00AM,,2,PLATES BERMED,,617-293-5520,1,01F
BOSTON PROPER,STUART ST,115,,CHARLES SOUTH,,,MASSDOT,AR Belli Construction,EXCA-,MAINTENANCE,SDWK RECON CHARLES SOUTH-TREMONT,Days & Weekends,Jul  2 2017 12:00AM,Jul  2 2017 12:00AM,,,BEHIND FENCING,,,1,01F
BOSTON PROPER,SUMMER ST,125,,HIGH ST,,,Eversource Electric,Riley Brothers,EXCA-702136,SERVICE,INSTALL CONDUIT,Nights,Jun 30 2017 12:00AM,Jun 30 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,130,800-592-2000,1,01F
BOSTON PROPER,TREMONT ST,224,,LAGRANGE ST,,,Eversource Electric,Sheerin Excavation,EXCA-700699,MAINTENANCE,MANHOLE RECONSTRUCTION,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,3,,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,TREMONT ST,240,,,,,National Grid,Feeney Brothers Excavation,EXCA-696651,SERVICE,GAS MAIN TIE IN / SERVICE UPGRADE / NEEUCO AT NIGHT,Nights & Weekends,Jul  5 2017 12:00AM,Jul  5 2017 12:00AM,,1,PLATE BERMED,,,1,01F
BOSTON PROPER,TREMONT ST,240,,STUART,,,James W. Flett,James W. Flett,EXCA-681887,SERVICE,"INSTALLATION OF NEW WATER, FIREPIPE, SEWER AND DRAIN SERVICES",Days & Weekends,Jul 20 2017 12:00AM,Jul 20 2017 12:00AM,2,4,BEHIND BARRICADES,,617-908-1244,1,01F
BOSTON PROPER,TREMONT ST,240,,STUART ST,,,Eversource Electric,Sheerin Construction,EMER-679421,,SINKHOLE INVESTIGATION,Days & Weekends,,,1,0,PLATES PINNED & BERMED,,,1,01F
BOSTON PROPER,WASHINGTON ST,481,487,TEMPLE,,,Crown Castle,Phoenix Communications,EXCA-677789,SERVICE,INSTALLATION OF CONDUIT / HANDHOLE / BREAKOUT,Weekends,Jun 10 2017 12:00AM,Jul  8 2017 12:00AM,,,TEMP PAVED,60,774-696-3265,1,01F
BOSTON PROPER,WATER ST,102,,,,,National Grid,Bond Brothers,EXCA-662922,SERVICE,RELAY GAS SERVICE,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01F
BOSTON PROPER,WINTER ST,,,JACKSON PL,,,National Grid,Feeney Brothers Excavation,EXCA-629955,SERVICE,RELAY TIE IN,Days & Weekends,Jun 11 2017 12:00AM,Jun 11 2017 12:00AM,2,,PLATES PINNED & BERMED,,,1,01F
SOUTH END/BACK BAY,ALBANY ST,575,,,,,National Grid,National Grid,EXCA-709439,,,Days & Weekends,,,,,,,,,01C
SOUTH END/BACK BAY,ALBANY ST,750,780,MASSACHUSETTS AV,,,National Grid,Feeney Bros,EXCA-694770,SERVICE,RELAY GAS MAIN/SERVICE AT BMC,Nights & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,BEACON ST,10,,,,,Boston Water & Sewer Commission,BWSC,EMER-701451,EMERGENCY,WATER LEAK,Days & Weekends,May 31 2017 12:00AM,May 31 2017 12:00AM,,,,,617-989-7000,1,01C
SOUTH END/BACK BAY,BEACON ST,144,,,BERKELEY ST,CLARENDON ST,Boston Water & Sewer Commission,RJV,EXCA-698332,CAPITAL,DRAIN RELAY BY OCI,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,420,,1,01C
SOUTH END/BACK BAY,BEACON ST,182,,,,,Galway Excavation,Galway Excavation,EXCA-719270,EMERGENCY,FIREPIPE REPAIR,Days & Weekends,Jun 15 2017 12:00AM,Jun 15 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01C
SOUTH END/BACK BAY,BEACON ST,182,,CLARENDON ST,,,Waveguide,Charles Contracting,EXCA-711437,MAINTENANCE,FIBER CONDUIT REPAIR/AND BREAKOUT,Days & Weekends,Jun 11 2017 12:00AM,Jun 11 2017 12:00AM,,,FLUSHED TO GRADE,,,1,01C
SOUTH END/BACK BAY,BEACON ST,416,,,,,National Grid,National Grid,EMER-661160,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 13 2017 12:00AM,May 13 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,BERKELEY ST,175,,,STUART ST,ST JAMES ST,McCourt Construction,McCourt Construction,EXCA-716737,MAINTENANCE,SDWK RECON RAMP TO RAMP,Days & Weekends,Jul 19 2017 12:00AM,Jul 19 2017 12:00AM,,,BEHIND BARRICADES,,,1,01C
SOUTH END/BACK BAY,BERKELEY ST,40,,GRAY ST,,,Eversource Electric,Riley Brothers,EXCA-704692,SERVICE,SDWK VAULT/MANHOLE AND CONDUIT,Days & Weekends,Jul  6 2017 12:00AM,Jul  6 2017 12:00AM,8,0,PLATES PINNED & BERMED,190,800-592-2000,1,01C
SOUTH END/BACK BAY,BOYLSTON ST,535,,,,,Veolia Energy,Veolia Energy,EMER-566476,EMERGENCY,CASTING REPAIR,Days & Weekends,May 18 2017 12:00AM,May 18 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-482-8232,1,01C
SOUTH END/BACK BAY,CAZENOVE ST,8,,7,,,Colageo Construction,Colageo Construction,EXCA-711969,EMERGENCY,EMERGENCY SEWER REPAIR,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,,,SDWK ONLY,,,1,01C
SOUTH END/BACK BAY,CHANDLER ST,53,,,,,National Grid,National Grid,EMER-665054,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May 23 2017 12:00AM,May 24 2017 12:00AM,,,ONGOING AFTER HOURS,,877-304-1148,1,01C
SOUTH END/BACK BAY,CLARENDON ST,224,,PA 424,,,Extenet,Neecc,EXCA-658796,CAPITAL,CONDUIT / CABINET / BREAKOUT / HAND HOLD,Weekends,Jul 25 2017 12:00AM,Jul 25 2017 12:00AM,,,CABINET IN,,,1,01C
SOUTH END/BACK BAY,CLARENDON ST,285,,BEACON ST,,,Boston Water & Sewer Commission,RJV,EXCA-698333,NEW CONDUIT AND/OR MAIN,DRAIN RELAY BY OCI,Days & Weekends,May 18 2017 12:00AM,Jun 11 2017 12:00AM,,,DOWN IN BINDER,175,,1,01C
SOUTH END/BACK BAY,CLARENDON ST,58,,,COLUMBUS AV,CHANDLER ST,Extenet Systems,Waveguide,EXCA-677962,NEW CONDUIT AND/OR MAIN,MICROTRENCH,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,400,978-758-0239,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,,,WEST CANTON ST,,,Extenet,Mirra Co,EXCA-677946,SERVICE,INSTALLATION OF CONDUIT / CABINET / HANDHOLD / BREAKOUT,Days & Weekends,Jul 25 2017 12:00AM,Jul 25 2017 12:00AM,0,0,FLUSH TO GRADE,80,978-758-0999,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,,,WEST NEWTON ST,,,ExteNet Systems,Mirra Co,EXCA-682501,SERVICE,INSTALLATION OF CONDUIT / CABINET / HANDHOLD / BREAKOUT,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,CABINET IN AND POLE,70,978-758-0239,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,129,133,STUART ST,,,Eversource Electric,Joseph Botti Co,EXCA-703844,SERVICE,INSTALLATION OF CONDUIT / MANHOLE,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,,800-592-2000,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,510,,CONCORD SQ,,,ExteNet Systems,Mirra Co,EXCA-682500,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,,,CABINET AND POLE IN,120,978-758-0239,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,534,,WORCESTER ST,,,Extenet,Mirra Co,EXCA-677206,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT/CABINET/HAND HOLD,Weekends,May 19 2017 12:00AM,Jun 11 2017 12:00AM,,,CABINET AND POLE IN,101,978-758-0999,1,01C
SOUTH END/BACK BAY,COLUMBUS AV,566,,WEST SPRINGFIELD ST,,,ExteNet Systems,Mirra Co,EXCA-677207,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 30 2017 12:00AM,Jun 15 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,80,978-758-0239,1,01C
SOUTH END/BACK BAY,COMMONWEALTH AV,180,,,,,A Suffolk Engineering,A Suffolk Engineering,EXCA-704770,MAINTENANCE,FIREPIPE REPAIR,Days & Weekends,May 21 2017 12:00AM,May 21 2017 12:00AM,2,2,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,COMMONWEALTH AV,305,,,,,National Grid,National Grid,EXCA-698326,SERVICE,RELAY NEW GAS SERVICE,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,COMMONWEALTH AV,329,,,,,Eversource Electric,Eversource Electric,EMER-687208,EMERGENCY,EMERGENCY CABLE REPAIR,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,ONGOING AFTER HOURS,,800-592-2000,1,01C
SOUTH END/BACK BAY,DALTON ST,,,ST GERMAIN,,,The Welch Corporation,The Welch Corporation,EXCA-594445,SERVICE,INSTALLATION OF NEW CATCH BASIN,Days & Weekends,Jun 20 2017 12:00AM,Jul 20 2017 12:00AM,2,0,PLATES PINNED & BERMED,,617-485-7425,1,01C
SOUTH END/BACK BAY,DARTMOUTH ST,,,APPLETON ST,,,Boston Public Works,Ciccone & Sons,EXCA-698514,MAINTENANCE,SDWK & RAMP RECON,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,,,OPEN,,,1,01C
SOUTH END/BACK BAY,DARTMOUTH ST,130,,,,,Extenet,Anderson,EXCA-677952,CAPITAL,CONDUIT / CABINET / BREAKOUT / HAND HOLD,Weekends,Jul 16 2017 12:00AM,Jul 16 2017 12:00AM,,,CABINET IN,,,1,01C
SOUTH END/BACK BAY,EAST CONCORD ST,49,,,,,Boston Water & Sewer Commission,BWSC,EMER-701453,EMERGENCY,WATER LEAK,Days & Weekends,May 31 2017 12:00AM,May 31 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,,617-989-9000,1,01C
SOUTH END/BACK BAY,EXETER ST,11,,,,,Keash Excavation,Keash excavation,EXCA-704103,SERVICE,WATER & FIREPIPE INSTALLATION,Days & Weekends,Jun 19 2017 12:00AM,Jun 19 2017 12:00AM,2,0,PLATES PINNED & BERMED,,,1,01C
SOUTH END/BACK BAY,GRAY ST,,,BERKELEY ST,,,Everswource Electric,Riley Brothers,EXCA-704700,SERVICE,SERVICE CONDUIT AND BREAKOUT,Days & Weekends,Jul  6 2017 12:00AM,Jul  6 2017 12:00AM,,,ONGOING FLUSHED TO GRADE,,800-592-2000,1,01C
SOUTH END/BACK BAY,GREENWICH PK,1,7,CLAREMONT,,,Extenet,Mirra Co,EXCA-677944,SERVICE,INSTALLATION OF CONDUIT / CABINET / HANDHOLD / BREAKOUT,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,0,0,CABINET IN,,978-758-0999,1,01C
SOUTH END/BACK BAY,HADASSAH WAY,,,PARK PLAZA,,,National Grid,National Grid,EXCA-710218,MAINTENANCE,CORROSION WORK / EVERSOURCE EMERGENCY,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,1,0,PLATES PINNED & BERMED,,877-304-1148,1,01C
SOUTH END/BACK BAY,HARRISON AV,380,,,,,National Grid,National Grid,EMER-665068,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,,,,,877-304-1148,1,01C
SOUTH END/BACK BAY,HARRISON AV,458,,,,,Verizon,Parkside Utility Con,EXCA-705530,MAINTENANCE,REPAIR CASTING,Days & Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-445-8946,1,01C
SOUTH END/BACK BAY,HARRISON AV,458,464,,,,Verizon,Parkside Utility Con,EXCA-705330,,MANHOLE REPAIR (X2),Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,,,NO START,,800-445-8946,1,01C
SOUTH END/BACK BAY,HARRISON AV,68,,,,,Boston Water & Sewer Commission,BWSC,EMER-701465,EMERGENCY,WATER LEAK,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,,,,,617-989-7000,1,01C
SOUTH END/BACK BAY,HARRISON AV,732,,,,,Veolia Energy,Veolia Energy,,EMERGENCY,LEAK INVESTIGATION PENDING,Days & Weekends,Jun 30 2017 12:00AM,Jun 30 2017 12:00AM,,,VENTING STACK,,617 482-8232,1,01C
SOUTH END/BACK BAY,HOLYOKE ST,24,56,,,,Extenet,Anderson,EXCA-658801,NEW CONDUIT AND/OR MAIN,MICROTRENCH / BREAK OUT,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN,465,,1,01C
SOUTH END/BACK BAY,HUNTINGTON AV,100,,,HARCOURT,ST BOTOLPH,Extenet,Waveguide,EXCA-622598,SERVICE,MICROTRENCHING,Weekends,May 23 2017 12:00AM,May 23 2017 12:00AM,0,0,CABINET IN,,978-758-0999,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,301,,,,,Veolia Energy,Veolia Energy,EMER-566477,EMERGENCY,CASTING REPAIR,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-482-8232,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,469,,,,,Eversource Electric,Riley Brothers,EXCA-713458,MAINTENANCE,TRENCH REPAIR,Days & Weekends,May 28 2017 12:00AM,May 28 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,339-987-7872,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,473,,,,,National Grid,National Grid,EMER-665073,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,502,582,,SHAWMUT AV,TREMONT ST,National Grid,Feeney Brothers Excavation,EXCA-672730,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / 20 SERVICES,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,950,617-875-9750,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,562,,,,,National Grid,Feeney Brothers Excavation,EXCA-672730,SERVICE,GAS MAIN RELOCATION / DRAIN REPAIR,Days & Weekends,Jun 29 2017 12:00AM,Jun 29 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,666,,,,,Manet Contracting,Manet Contra,EXCA-706444,SERVICE,INSTALLATION OF WATER & FIREPIPE,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,2,1,PLATES PINNED & BERMED,,617-777-7913,1,01C
SOUTH END/BACK BAY,MASSACHUSETTS AV,666,,,,,National Grid,Bond Brothers,EXCA-706192,SERVICE,RELAY GAS SERVICE,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,0,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,NEWBURY ST,168,,,,,National Grid,National Grid,EMER-661165,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May 16 2017 12:00AM,May 16 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,01C
SOUTH END/BACK BAY,NEWBURY ST,239,,FAIRFIELD,,,Extenet,Waveguide,EXCA-679263,SERVICE,"CONDUIT, HANDHOLD/ CABINET/BREAKOUT",Days & Weekends,Jun 29 2017 12:00AM,Jun 29 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,50,978-569-0677,1,01C
SOUTH END/BACK BAY,NEWBURY ST,262,267,,,,Bond Brothers Inc,Bond Brothers Inc,EMER-,EMERGENCY,EMERGENCY REPAIR,Nights,Jun 14 2017 12:00AM,Jun 14 2017 12:00AM,,,,,617-356-2886,1,01C
SOUTH END/BACK BAY,NEWBURY ST,262,270,,FAIRFIELD ST,GLOUCESTER ST,MBTA,BOND BROTHERS,EXCA-,EMERGENCY,CIRCUIT REPAIR FOR GREEN LINE,Days & Weekends,,Jun 17 2017 12:00AM,,,24 HOUR ONGOING,,,1,01C
SOUTH END/BACK BAY,NEWBURY ST,35,,,,,Boston Water & Sewer Commission,BWSC,EMER-701439,EMERGENCY,WATER LEAK,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01C
SOUTH END/BACK BAY,PEMBROKE ST,113,,,,,LVMJ Corp,LVMJ Corp,EXCA-709086,SERVICE,NEW WATER & FIREPIPE,Days & Weekends,Jun 15 2017 12:00AM,Jun 15 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,401-924-1065,1,01C
SOUTH END/BACK BAY,PEMBROKE ST,133,,,,,National Grid,National Grid,EXCA-698327,SERVICE,RELAY GAS SERVICE,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,0,0,NO START,,877-304-1148,1,01C
SOUTH END/BACK BAY,PEMBROKE ST,89,,,,,Brooksdale,Brooksdale,EXCA-708341,SERVICE,WATER AND FIREPIPE / CUT AND CAP,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,0,0,FLUSH TO GRADE,,,1,01C
SOUTH END/BACK BAY,PUBLIC ALLEY 430,,,,HEREFORD ST,MASS AV,Boston Water & Sewer Commission,RJV,EXCA-698038,NEW CONDUIT AND/OR MAIN,SEWER AND DRAIN RELAY/SEWER REHAB BY OCI,Days & Weekends,Jun 23 2017 12:00AM,Jun 23 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,01C
SOUTH END/BACK BAY,PUBLIC ALLEY 435,,,R/O 123 COMM AV,,,Boston Water & Sewer Commission,C Naughton,EMER-701437,,CATCH BASIN LATERAL REPAIR,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,1,0,ONGOING SECTIONS TOPPED TO GRADE,,,1,01C
SOUTH END/BACK BAY,RUTLAND SQ,2,60,,TREMONT,COLUMBUS,National Grid,Feeney Brothers Excavation,EXCA-694640,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN AND SERVICES,Days & Weekends,Jul  5 2017 12:00AM,Jul  5 2017 12:00AM,,,DOWN IN BINDER AWAITING TOP,1245,877-304-1148,1,01C
SOUTH END/BACK BAY,TREMONT ST,505,,EAST BERKELEY ST,,,Extenet Systems,Mirra Co,EXCA-677954,SERVICE,INSTALLATION OF CONDUIT / CABINET / HAND HOLD / BREAKOUT,Weekends,Jun  4 2017 12:00AM,Jun  4 2017 12:00AM,,2,CABINET IN,,978-758-0239,1,01C
SOUTH END/BACK BAY,TREMONT ST,553,,CLARENDON ST,,,Extenet Systems,Mirra Co/Neecc,EXCA-682497,SERVICE,INSTALLATION OF CONDUIT / CABINET / HAND HOLD / BREAKOUT,Days & Weekends,Jun 13 2017 12:00AM,Jul  4 2017 12:00AM,,,CABINET IN/POLE,40,978-758-0239,1,01C
